deployment_id,project_id,timestamp,environment,status
DEP-C01-P01-000085,C01-P01,2025-10-07 21:37:02,Producao,Sucesso
DEP-C01-P01-000086,C01-P01,2025-10-04 15:36:23,Dev,Sucesso
DEP-C01-P01-000087,C01-P01,2025-10-30 09:54:54,Dev,Sucesso
DEP-C01-P01-000088,C01-P01,2025-10-14 16:46:00,Dev,Sucesso
DEP-C01-P01-000089,C01-P01,2025-10-08 14:03:55,Dev,Sucesso
DEP-C01-P01-000090,C01-P01,2025-10-22 15:26:06,Staging,Sucesso
DEP-C01-P01-000091,C01-P01,2025-10-06 11:46:06,Producao,Sucesso
DEP-C01-P01-000092,C01-P01,2025-10-02 10:56:23,Producao,Falha
DEP-C01-P01-000093,C01-P01,2025-10-04 10:38:30,Producao,Sucesso
DEP-C01-P01-000094,C01-P01,2025-11-20 16:40:35,Dev,Sucesso
DEP-C01-P01-000095,C01-P01,2025-11-28 17:10:00,Staging,Sucesso
DEP-C01-P01-000096,C01-P01,2025-11-29 11:32:43,Dev,Falha
DEP-C01-P01-000097,C01-P01,2025-11-18 12:16:51,Dev,Sucesso
DEP-C01-P01-000098,C01-P01,2025-11-02 13:20:37,Dev,Sucesso
DEP-C01-P01-000099,C01-P01,2025-11-23 21:36:42,Producao,Sucesso
DEP-C01-P01-000100,C01-P01,2025-11-22 08:04:47,Dev,Sucesso
DEP-C01-P01-000101,C01-P01,2025-11-21 10:38:31,Dev,Sucesso
DEP-C01-P01-000102,C01-P01,2025-11-28 13:44:42,Dev,Sucesso
DEP-C01-P01-000103,C01-P01,2025-11-14 19:24:28,Staging,Sucesso
DEP-C01-P01-000104,C01-P01,2025-11-11 08:32:01,Staging,Sucesso
DEP-C01-P01-000105,C01-P01,2025-11-23 16:30:22,Dev,Sucesso
DEP-C01-P01-000106,C01-P01,2025-11-05 09:05:35,Producao,Sucesso
DEP-C01-P01-000107,C01-P01,2025-11-06 10:59:55,Dev,Sucesso
DEP-C01-P01-000108,C01-P01,2025-11-16 10:53:00,Staging,Sucesso
DEP-C01-P01-000109,C01-P01,2025-11-11 07:55:51,Dev,Sucesso
DEP-C01-P01-000110,C01-P01,2025-11-03 13:31:35,Dev,Sucesso
DEP-C01-P01-000111,C01-P01,2025-11-13 21:35:05,Dev,Falha
DEP-C01-P01-000112,C01-P01,2025-11-21 12:31:52,Dev,Sucesso
DEP-C01-P01-000113,C01-P01,2025-11-03 11:39:17,Dev,Sucesso
DEP-C01-P01-000114,C01-P01,2025-11-04 11:38:25,Dev,Falha
DEP-C01-P01-000115,C01-P01,2025-11-09 10:25:25,Dev,Sucesso
DEP-C01-P01-000116,C01-P01,2025-12-09 14:01:45,Producao,Falha
DEP-C01-P01-000117,C01-P01,2025-12-29 09:28:36,Staging,Sucesso
DEP-C01-P01-000118,C01-P01,2025-12-10 07:36:36,Staging,Sucesso
DEP-C01-P01-000119,C01-P01,2025-12-19 18:10:16,Dev,Falha
DEP-C01-P01-000120,C01-P01,2025-12-07 08:23:12,Dev,Sucesso
DEP-C01-P01-000121,C01-P01,2025-12-25 21:50:38,Dev,Sucesso
DEP-C01-P01-000122,C01-P01,2025-12-21 08:47:31,Dev,Sucesso
DEP-C01-P01-000123,C01-P01,2025-12-16 18:48:06,Dev,Sucesso
DEP-C01-P01-000124,C01-P01,2025-12-16 07:42:05,Dev,Falha
DEP-C01-P01-000125,C01-P01,2025-12-06 18:02:36,Staging,Sucesso
DEP-C01-P01-000126,C01-P01,2025-12-24 14:51:56,Dev,Falha
DEP-C01-P01-000127,C01-P01,2025-12-31 18:17:39,Staging,Sucesso
DEP-C01-P01-000128,C01-P01,2025-12-07 20:01:51,Dev,Sucesso
DEP-C01-P01-000129,C01-P01,2025-12-07 20:09:31,Dev,Sucesso
DEP-C01-P01-000130,C01-P01,2026-01-19 13:55:50,Dev,Sucesso
DEP-C01-P01-000131,C01-P01,2026-01-12 21:27:42,Dev,Sucesso
DEP-C01-P01-000132,C01-P01,2026-01-10 19:54:25,Staging,Sucesso
DEP-C01-P01-000133,C01-P01,2026-01-12 13:33:50,Producao,Sucesso
DEP-C01-P01-000134,C01-P01,2026-01-07 12:59:24,Staging,Sucesso
DEP-C01-P01-000135,C01-P01,2026-01-20 20:51:05,Staging,Revertido
DEP-C01-P01-000136,C01-P01,2026-01-15 21:28:40,Producao,Sucesso
DEP-C01-P01-000137,C01-P01,2026-01-17 19:04:38,Dev,Sucesso
DEP-C01-P01-000138,C01-P01,2026-01-02 11:01:11,Staging,Falha
DEP-C01-P01-000139,C01-P01,2026-01-10 13:40:34,Producao,Sucesso
DEP-C01-P01-000140,C01-P01,2026-01-21 13:59:33,Staging,Sucesso
DEP-C01-P01-000141,C01-P01,2026-01-22 14:31:58,Staging,Falha
DEP-C01-P01-000142,C01-P01,2026-01-15 21:23:20,Dev,Sucesso
DEP-C01-P01-000143,C01-P01,2026-01-20 14:09:55,Dev,Sucesso
DEP-C01-P01-000144,C01-P01,2026-01-06 15:44:28,Staging,Sucesso
DEP-C01-P01-000145,C01-P01,2026-01-31 08:36:18,Producao,Sucesso
DEP-C01-P01-000146,C01-P01,2026-01-28 20:43:52,Dev,Sucesso
DEP-C01-P01-000147,C01-P01,2026-01-01 13:37:58,Producao,Sucesso
DEP-C01-P01-000148,C01-P01,2026-01-18 12:23:58,Staging,Sucesso
DEP-C01-P01-000149,C01-P01,2026-01-30 18:27:15,Dev,Sucesso
DEP-C01-P01-000150,C01-P01,2026-01-31 13:49:05,Producao,Sucesso
DEP-C01-P01-000151,C01-P01,2026-01-07 08:09:22,Dev,Falha
DEP-C01-P01-000152,C01-P01,2026-02-11 12:15:02,Dev,Sucesso
DEP-C01-P01-000153,C01-P01,2026-02-10 16:22:09,Producao,Sucesso
DEP-C01-P01-000154,C01-P01,2026-02-02 18:54:55,Dev,Sucesso
DEP-C01-P01-000155,C01-P01,2026-02-07 21:31:47,Staging,Sucesso
DEP-C01-P01-000156,C01-P01,2026-02-11 19:16:51,Dev,Sucesso
DEP-C01-P01-000157,C01-P01,2026-02-16 13:38:21,Producao,Sucesso
DEP-C01-P01-000158,C01-P01,2026-02-26 15:37:15,Staging,Sucesso
DEP-C01-P01-000159,C01-P01,2026-02-02 18:33:59,Staging,Sucesso
DEP-C01-P01-000160,C01-P01,2026-02-06 16:41:04,Dev,Falha
DEP-C01-P01-000161,C01-P01,2026-02-16 21:50:23,Dev,Sucesso
DEP-C01-P01-000162,C01-P01,2026-02-02 12:44:46,Dev,Sucesso
DEP-C01-P01-000163,C01-P01,2026-02-15 19:26:13,Dev,Sucesso
DEP-C01-P01-000164,C01-P01,2026-02-08 11:01:45,Dev,Sucesso
DEP-C01-P01-000165,C01-P01,2026-02-24 09:42:12,Staging,Sucesso
DEP-C01-P01-000166,C01-P01,2026-02-22 21:32:10,Dev,Sucesso
DEP-C01-P01-000167,C01-P01,2026-02-18 10:32:19,Producao,Sucesso
DEP-C01-P01-000168,C01-P01,2026-02-01 09:16:53,Dev,Sucesso
DEP-C01-P01-000169,C01-P01,2026-02-07 11:35:34,Staging,Sucesso
DEP-C01-P01-000170,C01-P01,2026-02-16 13:58:35,Dev,Revertido
DEP-C01-P01-000171,C01-P01,2026-02-19 11:33:10,Producao,Sucesso
DEP-C01-P01-000172,C01-P01,2026-02-22 09:40:38,Staging,Sucesso
DEP-C01-P01-000173,C01-P01,2026-02-09 20:23:37,Dev,Sucesso
DEP-C01-P01-000174,C01-P01,2026-02-04 18:29:01,Dev,Sucesso
DEP-C01-P01-000175,C01-P01,2026-02-18 15:13:10,Producao,Sucesso
DEP-C01-P01-000176,C01-P01,2026-02-09 21:46:34,Dev,Sucesso
DEP-C01-P01-000177,C01-P01,2026-02-23 20:32:16,Staging,Sucesso
DEP-C01-P01-000178,C01-P01,2026-02-08 15:33:07,Staging,Sucesso
DEP-C01-P01-000179,C01-P01,2026-03-10 07:23:16,Staging,Revertido
DEP-C01-P01-000180,C01-P01,2026-03-25 19:35:57,Dev,Sucesso
DEP-C01-P01-000181,C01-P01,2026-03-04 15:19:14,Producao,Sucesso
DEP-C01-P01-000182,C01-P01,2026-03-16 14:34:58,Staging,Sucesso
DEP-C01-P01-000183,C01-P01,2026-03-12 14:45:42,Dev,Revertido
DEP-C01-P01-000184,C01-P01,2026-03-10 10:45:47,Staging,Sucesso
DEP-C01-P01-000185,C01-P01,2026-03-21 15:47:23,Dev,Falha
DEP-C01-P01-000186,C01-P01,2026-03-17 12:04:07,Producao,Revertido
DEP-C01-P01-000187,C01-P01,2026-03-31 16:47:09,Dev,Sucesso
DEP-C01-P01-000188,C01-P01,2026-03-23 13:51:43,Dev,Sucesso
DEP-C01-P01-000189,C01-P01,2026-03-01 14:03:52,Dev,Sucesso
DEP-C01-P01-000190,C01-P01,2026-03-19 17:45:05,Dev,Sucesso
DEP-C01-P01-000191,C01-P01,2026-03-30 07:33:36,Producao,Sucesso
DEP-C01-P01-000192,C01-P01,2026-03-26 10:18:54,Producao,Sucesso
DEP-C01-P01-000193,C01-P01,2026-03-29 12:19:54,Staging,Sucesso
DEP-C01-P01-000194,C01-P01,2026-03-05 12:07:16,Dev,Sucesso
DEP-C01-P01-000195,C01-P01,2026-03-18 13:08:38,Staging,Falha
DEP-C01-P01-000196,C01-P01,2026-03-30 13:12:17,Staging,Revertido
DEP-C01-P01-000197,C01-P01,2026-03-16 12:50:22,Producao,Sucesso
DEP-C01-P01-000198,C01-P01,2026-03-02 19:08:47,Producao,Sucesso
DEP-C01-P01-000199,C01-P01,2026-04-15 09:54:03,Producao,Sucesso
DEP-C01-P01-000200,C01-P01,2026-04-05 18:36:41,Dev,Sucesso
DEP-C01-P01-000201,C01-P01,2026-04-17 12:33:22,Staging,Sucesso
DEP-C01-P01-000202,C01-P01,2026-04-06 11:01:44,Dev,Sucesso
DEP-C01-P01-000203,C01-P01,2026-04-21 09:51:09,Dev,Sucesso
DEP-C01-P01-000204,C01-P01,2026-04-06 18:53:09,Producao,Sucesso
DEP-C01-P01-000205,C01-P01,2026-04-05 18:48:56,Staging,Sucesso
DEP-C01-P01-000206,C01-P01,2026-04-03 09:35:28,Staging,Sucesso
DEP-C01-P01-000207,C01-P01,2026-04-16 09:48:15,Staging,Sucesso
DEP-C01-P01-000208,C01-P01,2026-04-17 12:39:02,Producao,Sucesso
DEP-C01-P01-000209,C01-P01,2026-04-11 11:49:38,Dev,Sucesso
DEP-C01-P01-000210,C01-P01,2026-04-12 15:43:14,Staging,Sucesso
DEP-C01-P01-000211,C01-P01,2026-04-15 13:34:44,Staging,Sucesso
DEP-C01-P01-000212,C01-P01,2026-04-23 12:28:04,Dev,Falha
DEP-C01-P01-000213,C01-P01,2026-04-24 07:48:10,Dev,Sucesso
DEP-C01-P01-000214,C01-P01,2026-04-08 08:52:22,Dev,Falha
DEP-C01-P01-000215,C01-P01,2026-04-11 10:14:14,Dev,Sucesso
DEP-C01-P01-000216,C01-P01,2026-04-23 10:39:59,Producao,Sucesso
DEP-C01-P01-000217,C01-P01,2026-04-17 18:16:41,Staging,Sucesso
DEP-C01-P01-000218,C01-P01,2026-04-22 20:00:49,Dev,Sucesso
DEP-C01-P01-000219,C01-P01,2026-04-04 20:11:35,Staging,Sucesso
DEP-C01-P01-000220,C01-P01,2026-04-02 07:32:06,Producao,Sucesso
DEP-C01-P01-000221,C01-P01,2026-04-08 19:57:14,Dev,Sucesso
DEP-C01-P01-000222,C01-P01,2026-04-13 12:57:33,Dev,Revertido
DEP-C01-P01-000223,C01-P01,2026-05-10 09:18:21,Dev,Sucesso
DEP-C01-P01-000224,C01-P01,2026-05-09 07:45:22,Dev,Falha
DEP-C01-P01-000225,C01-P01,2026-05-16 07:53:13,Dev,Sucesso
DEP-C01-P01-000226,C01-P01,2026-05-29 19:40:03,Dev,Sucesso
DEP-C01-P01-000227,C01-P01,2026-05-05 08:49:08,Staging,Sucesso
DEP-C01-P01-000228,C01-P01,2026-05-22 10:22:14,Staging,Sucesso
DEP-C01-P01-000229,C01-P01,2026-05-19 18:05:31,Producao,Sucesso
DEP-C01-P01-000230,C01-P01,2026-05-19 12:11:44,Staging,Sucesso
DEP-C01-P01-000231,C01-P01,2026-05-21 19:42:33,Dev,Sucesso
DEP-C01-P01-000232,C01-P01,2026-05-17 09:40:32,Dev,Sucesso
DEP-C01-P01-000233,C01-P01,2026-05-04 12:31:33,Dev,Sucesso
DEP-C01-P01-000234,C01-P01,2026-05-30 18:45:30,Producao,Sucesso
DEP-C01-P01-000235,C01-P01,2026-05-29 14:37:59,Dev,Sucesso
DEP-C01-P01-000236,C01-P01,2026-05-31 15:41:38,Dev,Sucesso
DEP-C01-P01-000237,C01-P01,2026-05-24 08:58:51,Dev,Falha
DEP-C01-P01-000238,C01-P01,2026-05-09 10:15:29,Staging,Revertido
DEP-C01-P01-000239,C01-P01,2026-05-13 10:09:40,Staging,Revertido
DEP-C01-P01-000240,C01-P01,2026-05-04 16:19:16,Staging,Sucesso
DEP-C01-P01-000241,C01-P01,2026-06-23 15:08:49,Staging,Sucesso
DEP-C01-P01-000242,C01-P01,2026-06-29 14:16:29,Producao,Sucesso
DEP-C01-P01-000243,C01-P01,2026-06-01 12:49:43,Staging,Sucesso
DEP-C01-P01-000244,C01-P01,2026-06-10 16:35:08,Dev,Sucesso
DEP-C01-P01-000245,C01-P01,2026-06-28 18:20:23,Dev,Sucesso
DEP-C01-P01-000246,C01-P01,2026-06-14 16:20:06,Dev,Sucesso
DEP-C01-P01-000247,C01-P01,2026-06-14 12:42:21,Staging,Revertido
DEP-C01-P01-000248,C01-P01,2026-06-28 11:45:21,Staging,Sucesso
DEP-C01-P01-000249,C01-P01,2026-06-03 15:06:30,Staging,Sucesso
DEP-C01-P01-000250,C01-P01,2026-06-27 07:17:00,Dev,Sucesso
DEP-C01-P01-000251,C01-P01,2026-06-19 08:16:03,Producao,Sucesso
DEP-C01-P01-000252,C01-P01,2026-06-13 17:25:53,Staging,Falha
DEP-C01-P01-000253,C01-P01,2026-06-23 21:10:14,Staging,Falha
DEP-C01-P01-000254,C01-P01,2026-06-07 13:20:06,Staging,Sucesso
DEP-C01-P01-000255,C01-P01,2026-06-19 14:12:29,Dev,Sucesso
DEP-C01-P01-000256,C01-P01,2026-06-12 11:44:08,Dev,Sucesso
DEP-C01-P01-000257,C01-P01,2026-06-18 20:12:49,Dev,Sucesso
DEP-C01-P01-000258,C01-P01,2026-06-08 16:03:48,Dev,Sucesso
DEP-C01-P01-000259,C01-P01,2026-06-28 19:50:29,Dev,Sucesso
DEP-C01-P01-000260,C01-P01,2026-06-26 14:55:51,Staging,Sucesso
DEP-C01-P01-000261,C01-P01,2026-06-01 17:28:53,Producao,Sucesso
DEP-C01-P01-000262,C01-P01,2026-06-10 09:12:27,Staging,Sucesso
DEP-C01-P01-000263,C01-P01,2026-06-23 20:32:35,Dev,Sucesso
DEP-C01-P01-000264,C01-P01,2026-06-23 08:09:13,Producao,Sucesso
DEP-C01-P01-000265,C01-P01,2026-07-04 14:22:30,Staging,Sucesso
DEP-C01-P01-000266,C01-P01,2026-07-30 09:43:18,Producao,Sucesso
DEP-C01-P01-000267,C01-P01,2026-07-21 14:09:49,Staging,Sucesso
DEP-C01-P01-000268,C01-P01,2026-07-17 19:27:05,Staging,Sucesso
DEP-C01-P01-000269,C01-P01,2026-07-13 12:57:19,Dev,Sucesso
DEP-C01-P01-000270,C01-P01,2026-07-30 14:19:32,Dev,Sucesso
DEP-C01-P01-000271,C01-P01,2026-07-18 19:47:02,Dev,Sucesso
DEP-C01-P01-000272,C01-P01,2026-07-12 19:22:24,Staging,Sucesso
DEP-C01-P01-000273,C01-P01,2026-07-16 11:35:21,Dev,Sucesso
DEP-C01-P01-000274,C01-P01,2026-07-16 07:06:24,Producao,Sucesso
DEP-C01-P01-000275,C01-P01,2026-07-25 09:33:58,Dev,Sucesso
DEP-C01-P01-000276,C01-P01,2026-07-11 09:44:04,Producao,Sucesso
DEP-C01-P01-000277,C01-P01,2026-07-26 20:10:10,Producao,Sucesso
DEP-C01-P01-000278,C01-P01,2026-07-08 12:20:26,Producao,Sucesso
DEP-C01-P01-000279,C01-P01,2026-07-30 16:22:08,Dev,Sucesso
DEP-C01-P01-000280,C01-P01,2026-07-11 18:30:31,Dev,Falha
DEP-C01-P02-000281,C01-P02,2025-06-30 12:10:25,Producao,Sucesso
DEP-C01-P02-000282,C01-P02,2025-06-18 09:33:25,Dev,Sucesso
DEP-C01-P02-000283,C01-P02,2025-06-19 10:09:13,Dev,Sucesso
DEP-C01-P02-000284,C01-P02,2025-06-24 12:20:44,Staging,Sucesso
DEP-C01-P02-000285,C01-P02,2025-06-25 21:51:08,Producao,Revertido
DEP-C01-P02-000286,C01-P02,2025-06-03 11:32:41,Dev,Sucesso
DEP-C01-P02-000287,C01-P02,2025-06-27 09:20:19,Staging,Sucesso
DEP-C01-P02-000288,C01-P02,2025-06-12 08:28:30,Staging,Sucesso
DEP-C01-P02-000289,C01-P02,2025-06-12 09:46:45,Dev,Sucesso
DEP-C01-P02-000290,C01-P02,2025-06-22 09:28:45,Staging,Sucesso
DEP-C01-P02-000291,C01-P02,2025-06-30 07:00:01,Dev,Sucesso
DEP-C01-P02-000292,C01-P02,2025-06-03 21:17:17,Dev,Sucesso
DEP-C01-P02-000293,C01-P02,2025-06-25 08:55:48,Producao,Sucesso
DEP-C01-P02-000294,C01-P02,2025-06-25 21:30:27,Producao,Sucesso
DEP-C01-P02-000295,C01-P02,2025-06-12 18:16:26,Dev,Sucesso
DEP-C01-P02-000296,C01-P02,2025-06-07 11:28:43,Staging,Sucesso
DEP-C01-P02-000297,C01-P02,2025-06-30 20:49:24,Staging,Sucesso
DEP-C01-P02-000298,C01-P02,2025-07-08 13:30:14,Dev,Sucesso
DEP-C01-P02-000299,C01-P02,2025-07-20 11:37:35,Staging,Sucesso
DEP-C01-P02-000300,C01-P02,2025-07-04 14:08:01,Producao,Sucesso
DEP-C01-P02-000301,C01-P02,2025-07-20 15:16:29,Staging,Sucesso
DEP-C01-P02-000302,C01-P02,2025-07-18 09:26:44,Dev,Sucesso
DEP-C01-P02-000303,C01-P02,2025-07-30 11:01:16,Producao,Sucesso
DEP-C01-P02-000304,C01-P02,2025-07-04 18:30:50,Dev,Sucesso
DEP-C01-P02-000305,C01-P02,2025-07-16 11:23:59,Staging,Sucesso
DEP-C01-P02-000306,C01-P02,2025-07-17 16:02:00,Staging,Sucesso
DEP-C01-P02-000307,C01-P02,2025-07-20 21:12:13,Dev,Sucesso
DEP-C01-P02-000308,C01-P02,2025-07-24 20:11:49,Dev,Sucesso
DEP-C01-P02-000309,C01-P02,2025-07-06 11:05:43,Producao,Sucesso
DEP-C01-P02-000310,C01-P02,2025-07-04 15:56:28,Dev,Sucesso
DEP-C01-P02-000311,C01-P02,2025-07-13 15:43:26,Dev,Sucesso
DEP-C01-P02-000312,C01-P02,2025-07-29 18:38:17,Staging,Sucesso
DEP-C01-P02-000313,C01-P02,2025-07-02 18:06:12,Dev,Sucesso
DEP-C01-P02-000314,C01-P02,2025-07-10 18:13:24,Staging,Revertido
DEP-C01-P02-000315,C01-P02,2025-07-27 07:44:05,Staging,Revertido
DEP-C01-P02-000316,C01-P02,2025-07-12 13:59:02,Staging,Sucesso
DEP-C01-P02-000317,C01-P02,2025-07-13 09:57:50,Producao,Sucesso
DEP-C01-P02-000318,C01-P02,2025-08-19 08:14:55,Staging,Sucesso
DEP-C01-P02-000319,C01-P02,2025-08-11 16:18:57,Producao,Sucesso
DEP-C01-P02-000320,C01-P02,2025-08-10 08:05:08,Dev,Sucesso
DEP-C01-P02-000321,C01-P02,2025-08-08 14:41:52,Staging,Sucesso
DEP-C01-P02-000322,C01-P02,2025-08-09 19:54:54,Dev,Sucesso
DEP-C01-P02-000323,C01-P02,2025-08-11 19:23:51,Dev,Revertido
DEP-C01-P02-000324,C01-P02,2025-08-19 12:06:16,Staging,Sucesso
DEP-C01-P02-000325,C01-P02,2025-08-19 10:45:42,Producao,Sucesso
DEP-C01-P02-000326,C01-P02,2025-08-11 18:35:43,Dev,Sucesso
DEP-C01-P02-000327,C01-P02,2025-08-16 21:30:27,Staging,Sucesso
DEP-C01-P02-000328,C01-P02,2025-08-20 20:13:33,Staging,Sucesso
DEP-C01-P02-000329,C01-P02,2025-08-24 07:03:15,Staging,Sucesso
DEP-C01-P02-000330,C01-P02,2025-08-27 17:03:26,Staging,Sucesso
DEP-C01-P02-000331,C01-P02,2025-08-20 15:53:55,Producao,Revertido
DEP-C01-P02-000332,C01-P02,2025-08-25 10:34:31,Producao,Sucesso
DEP-C01-P02-000333,C01-P02,2025-08-08 20:15:28,Staging,Sucesso
DEP-C01-P02-000334,C01-P02,2025-08-25 11:43:53,Dev,Revertido
