billing_id,company_id,billing_month,provider,ai_tool_id,model_id,cost_center,usage_quantity,total_cost,currency
B000117,C01,2025-09,OpenAI,T13,M19,CC-C01-D09,317557,15.2,BRL
B000118,C01,2025-09,OpenAI,T13,M19,,307876,23.27,BRL
B000119,C01,2025-09,OpenAI,T13,M20,CC-C01-D01,262017,0.55,BRL
B000120,C01,2025-09,OpenAI,T13,M20,CC-C01-D04,352173,0.39,BRL
B000121,C01,2025-09,OpenAI,T13,M20,CC-C01-D05,1239494,2.05,BRL
B000122,C01,2025-09,OpenAI,T13,M20,CC-C01-D06,438118,0.66,BRL
B000123,C01,2025-09,OpenAI,T13,M20,CC-C01-D08,54850,0.11,BRL
B000124,C01,2025-09,OpenAI,T13,M21,CC-C01-D01,913608,4.48,BRL
B000125,C01,2025-09,OpenAI,T13,M21,CC-C01-D03,166503,1.11,BRL
B000126,C01,2025-09,OpenAI,T13,M21,CC-C01-D04,316100,1.77,BRL
B000127,C01,2025-09,OpenAI,T13,M21,CC-C01-D06,84962,0.39,BRL
B000128,C01,2025-09,OpenAI,T13,M21,CC-C01-D07,382835,2.65,BRL
B000129,C01,2025-09,OpenAI,T13,M21,,833775,3.98,BRL
B000130,C01,2025-10,Google Cloud,T12,M17,CC-C01-D01,2028128,29.51,BRL
B000131,C01,2025-10,Google Cloud,T12,M17,CC-C01-D02,28303,0.61,BRL
B000132,C01,2025-10,Google Cloud,T12,M17,CC-C01-D03,19063,0.17,BRL
B000133,C01,2025-10,Google Cloud,T12,M17,CC-C01-D04,67002,0.94,BRL
B000134,C01,2025-10,Google Cloud,T12,M17,CC-C01-D05,6657794,118.2,BRL
B000135,C01,2025-10,Google Cloud,T12,M17,CC-C01-D06,1099532,20.41,BRL
B000136,C01,2025-10,Google Cloud,T12,M17,CC-C01-D07,50011,1.0,BRL
B000137,C01,2025-10,Google Cloud,T12,M17,CC-C01-D08,372054,6.43,BRL
B000138,C01,2025-10,Google Cloud,T12,M17,CC-C01-D10,5806,0.06,BRL
B000139,C01,2025-10,Google Cloud,T12,M18,CC-C01-D01,312507,2.0,BRL
B000140,C01,2025-10,Google Cloud,T12,M18,CC-C01-D02,455873,2.55,BRL
B000141,C01,2025-10,Google Cloud,T12,M18,CC-C01-D04,177285,1.33,BRL
B000142,C01,2025-10,Google Cloud,T12,M18,CC-C01-D05,2460313,12.65,BRL
B000143,C01,2025-10,Google Cloud,T12,M18,CC-C01-D06,1264700,7.21,BRL
B000144,C01,2025-10,Google Cloud,T12,M18,CC-C01-D07,226081,1.05,BRL
B000145,C01,2025-10,Google Cloud,T12,M18,CC-C01-D08,207643,1.16,BRL
B000146,C01,2025-10,OpenAI,T13,M19,CC-C01-D01,2038631,114.7,BRL
B000147,C01,2025-10,OpenAI,T13,M19,CC-C01-D04,222735,13.7,BRL
B000148,C01,2025-10,OpenAI,T13,M19,CC-C01-D05,5855612,314.76,BRL
B000149,C01,2025-10,OpenAI,T13,M19,CC-C01-D06,788514,44.54,BRL
B000150,C01,2025-10,OpenAI,T13,M19,CC-C01-D07,1270308,70.94,BRL
B000151,C01,2025-10,OpenAI,T13,M19,,281143,10.04,BRL
B000152,C01,2025-10,OpenAI,T13,M20,CC-C01-D01,1402564,2.88,BRL
B000153,C01,2025-10,OpenAI,T13,M20,CC-C01-D03,130739,0.28,BRL
B000154,C01,2025-10,OpenAI,T13,M20,CC-C01-D04,424974,0.78,BRL
B000155,C01,2025-10,OpenAI,T13,M20,CC-C01-D05,4656686,9.43,BRL
B000156,C01,2025-10,OpenAI,T13,M20,CC-C01-D06,477767,1.22,BRL
B000157,C01,2025-10,OpenAI,T13,M20,CC-C01-D08,243725,0.55,BRL
B000158,C01,2025-10,OpenAI,T13,M20,CC-C01-D09,135028,0.17,BRL
B000159,C01,2025-10,OpenAI,T13,M21,CC-C01-D01,331358,1.33,BRL
B000160,C01,2025-10,OpenAI,T13,M21,CC-C01-D03,220384,0.89,BRL
B000161,C01,2025-10,OpenAI,T13,M21,CC-C01-D05,2948631,14.64,BRL
B000162,C01,2025-10,OpenAI,T13,M21,CC-C01-D06,319666,1.66,BRL
B000163,C01,2025-10,OpenAI,T13,M21,CC-C01-D07,183211,1.0,BRL
B000164,C01,2025-10,OpenAI,T13,M21,CC-C01-D08,1129229,6.05,BRL
B000165,C01,2025-11,Google Cloud,T12,M17,CC-C01-D01,2059658,30.68,BRL
B000166,C01,2025-11,Google Cloud,T12,M17,CC-C01-D04,470198,8.4,BRL
B000167,C01,2025-11,Google Cloud,T12,M17,CC-C01-D05,6910301,115.04,BRL
B000168,C01,2025-11,Google Cloud,T12,M17,CC-C01-D06,1122628,18.96,BRL
B000169,C01,2025-11,Google Cloud,T12,M17,CC-C01-D07,215463,3.54,BRL
B000170,C01,2025-11,Google Cloud,T12,M17,CC-C01-D08,222470,2.76,BRL
B000171,C01,2025-11,Google Cloud,T12,M17,CC-C01-D09,205214,2.05,BRL
B000172,C01,2025-11,Google Cloud,T12,M18,CC-C01-D02,87516,0.61,BRL
B000173,C01,2025-11,Google Cloud,T12,M18,CC-C01-D04,10186,0.06,BRL
B000174,C01,2025-11,Google Cloud,T12,M18,CC-C01-D05,2597607,13.93,BRL
B000175,C01,2025-11,Google Cloud,T12,M18,CC-C01-D06,577097,3.04,BRL
B000176,C01,2025-11,Google Cloud,T12,M18,CC-C01-D07,22036,0.06,BRL
B000177,C01,2025-11,Google Cloud,T12,M18,CC-C01-D08,295932,1.99,BRL
B000178,C01,2025-11,Google Cloud,T12,M18,,789829,2.99,BRL
B000179,C01,2025-11,OpenAI,T13,M19,CC-C01-D01,813153,42.45,BRL
B000180,C01,2025-11,OpenAI,T13,M19,CC-C01-D02,1056578,54.12,BRL
B000181,C01,2025-11,OpenAI,T13,M19,CC-C01-D04,2066029,122.89,BRL
B000182,C01,2025-11,OpenAI,T13,M19,CC-C01-D05,6647688,349.2,BRL
B000183,C01,2025-11,OpenAI,T13,M19,CC-C01-D06,1539265,84.08,BRL
B000184,C01,2025-11,OpenAI,T13,M19,CC-C01-D08,1390342,71.92,BRL
B000185,C01,2025-11,OpenAI,T13,M19,CC-C01-D10,268282,14.65,BRL
B000186,C01,2025-11,OpenAI,T13,M20,CC-C01-D01,1324560,1.99,BRL
B000187,C01,2025-11,OpenAI,T13,M20,CC-C01-D02,606030,1.38,BRL
B000188,C01,2025-11,OpenAI,T13,M20,CC-C01-D03,375098,0.83,BRL
B000189,C01,2025-11,OpenAI,T13,M20,CC-C01-D05,4158358,9.56,BRL
B000190,C01,2025-11,OpenAI,T13,M20,CC-C01-D06,1018374,1.55,BRL
B000191,C01,2025-11,OpenAI,T13,M20,CC-C01-D07,115490,0.33,BRL
B000192,C01,2025-11,OpenAI,T13,M20,,453469,1.0,BRL
B000193,C01,2025-11,OpenAI,T13,M21,CC-C01-D01,44637,0.22,BRL
B000194,C01,2025-11,OpenAI,T13,M21,CC-C01-D05,1538233,9.95,BRL
B000195,C01,2025-11,OpenAI,T13,M21,CC-C01-D06,387071,3.15,BRL
B000196,C01,2025-11,OpenAI,T13,M21,CC-C01-D07,44754,0.28,BRL
B000197,C01,2025-11,OpenAI,T13,M21,,636057,3.54,BRL
B000198,C01,2025-12,Google Cloud,T12,M17,CC-C01-D01,642938,12.31,BRL
B000199,C01,2025-12,Google Cloud,T12,M17,CC-C01-D02,322137,6.27,BRL
B000200,C01,2025-12,Google Cloud,T12,M17,CC-C01-D03,20015,0.39,BRL
B000201,C01,2025-12,Google Cloud,T12,M17,CC-C01-D04,642511,11.98,BRL
B000202,C01,2025-12,Google Cloud,T12,M17,CC-C01-D05,3878339,64.34,BRL
B000203,C01,2025-12,Google Cloud,T12,M17,CC-C01-D06,92225,1.0,BRL
B000204,C01,2025-12,Google Cloud,T12,M17,CC-C01-D08,101773,0.83,BRL
B000205,C01,2025-12,Google Cloud,T12,M17,CC-C01-D09,229465,3.88,BRL
B000206,C01,2025-12,Google Cloud,T12,M17,CC-C01-D10,241693,1.89,BRL
B000207,C01,2025-12,Google Cloud,T12,M17,,395555,5.71,BRL
B000208,C01,2025-12,Google Cloud,T12,M18,CC-C01-D01,551129,2.33,BRL
B000209,C01,2025-12,Google Cloud,T12,M18,CC-C01-D02,89627,0.67,BRL
B000210,C01,2025-12,Google Cloud,T12,M18,CC-C01-D05,2263340,14.48,BRL
B000211,C01,2025-12,Google Cloud,T12,M18,CC-C01-D06,74221,0.5,BRL
B000212,C01,2025-12,Google Cloud,T12,M18,CC-C01-D08,265526,1.5,BRL
B000213,C01,2025-12,Google Cloud,T12,M18,CC-C01-D09,63379,0.28,BRL
B000214,C01,2025-12,Google Cloud,T12,M18,CC-C01-D10,7515,0.0,BRL
B000215,C01,2025-12,OpenAI,T13,M19,CC-C01-D01,542398,37.94,BRL
B000216,C01,2025-12,OpenAI,T13,M19,CC-C01-D02,320882,15.14,BRL
B000217,C01,2025-12,OpenAI,T13,M19,CC-C01-D03,1061632,63.45,BRL
B000218,C01,2025-12,OpenAI,T13,M19,CC-C01-D05,4247470,222.53,BRL
B000219,C01,2025-12,OpenAI,T13,M19,CC-C01-D06,217034,12.7,BRL
B000220,C01,2025-12,OpenAI,T13,M19,CC-C01-D07,346648,18.25,BRL
B000221,C01,2025-12,OpenAI,T13,M19,CC-C01-D08,600831,33.17,BRL
B000222,C01,2025-12,OpenAI,T13,M19,CC-C01-D09,903496,55.41,BRL
B000223,C01,2025-12,OpenAI,T13,M19,CC-C01-D10,758236,38.88,BRL
B000224,C01,2025-12,OpenAI,T13,M20,CC-C01-D01,1355419,2.83,BRL
B000225,C01,2025-12,OpenAI,T13,M20,CC-C01-D05,3479091,6.99,BRL
B000226,C01,2025-12,OpenAI,T13,M20,CC-C01-D06,164797,0.5,BRL
B000227,C01,2025-12,OpenAI,T13,M20,CC-C01-D07,286478,0.67,BRL
B000228,C01,2025-12,OpenAI,T13,M20,CC-C01-D08,476399,0.94,BRL
B000229,C01,2025-12,OpenAI,T13,M20,CC-C01-D09,429178,0.67,BRL
B000230,C01,2025-12,OpenAI,T13,M21,CC-C01-D01,449892,3.72,BRL
B000231,C01,2025-12,OpenAI,T13,M21,CC-C01-D04,352355,1.28,BRL
B000232,C01,2025-12,OpenAI,T13,M21,CC-C01-D05,1993402,9.04,BRL
B000233,C01,2026-01,Google Cloud,T12,M17,CC-C01-D01,1610570,21.28,BRL
B000234,C01,2026-01,Google Cloud,T12,M17,CC-C01-D02,751541,15.42,BRL
B000235,C01,2026-01,Google Cloud,T12,M17,CC-C01-D03,220953,1.66,BRL
B000236,C01,2026-01,Google Cloud,T12,M17,CC-C01-D04,336854,5.14,BRL
B000237,C01,2026-01,Google Cloud,T12,M17,CC-C01-D05,6273737,109.89,BRL
B000238,C01,2026-01,Google Cloud,T12,M17,CC-C01-D06,973263,13.76,BRL
B000239,C01,2026-01,Google Cloud,T12,M17,CC-C01-D07,475507,12.33,BRL
B000240,C01,2026-01,Google Cloud,T12,M17,CC-C01-D08,1203504,19.62,BRL
B000241,C01,2026-01,Google Cloud,T12,M17,CC-C01-D09,149217,3.59,BRL
B000242,C01,2026-01,Google Cloud,T12,M17,CC-C01-D10,113060,1.16,BRL
B000243,C01,2026-01,Google Cloud,T12,M18,CC-C01-D01,1430339,8.29,BRL
B000244,C01,2026-01,Google Cloud,T12,M18,CC-C01-D03,6654,0.0,BRL
B000245,C01,2026-01,Google Cloud,T12,M18,CC-C01-D04,328905,1.77,BRL
B000246,C01,2026-01,Google Cloud,T12,M18,CC-C01-D05,4142628,21.45,BRL
B000247,C01,2026-01,Google Cloud,T12,M18,CC-C01-D06,717357,4.37,BRL
B000248,C01,2026-01,Google Cloud,T12,M18,CC-C01-D08,459149,2.54,BRL
B000249,C01,2026-01,Google Cloud,T12,M18,CC-C01-D10,121842,0.61,BRL
B000250,C01,2026-01,Google Cloud,T12,M18,,47256,0.28,BRL
B000251,C01,2026-01,OpenAI,T13,M19,CC-C01-D01,2859181,157.1,BRL
B000252,C01,2026-01,OpenAI,T13,M19,CC-C01-D04,945261,52.79,BRL
B000253,C01,2026-01,OpenAI,T13,M19,CC-C01-D05,3156092,157.6,BRL
B000254,C01,2026-01,OpenAI,T13,M19,CC-C01-D06,749899,40.57,BRL
B000255,C01,2026-01,OpenAI,T13,M19,CC-C01-D07,571066,31.34,BRL
B000256,C01,2026-01,OpenAI,T13,M19,CC-C01-D08,2107853,128.69,BRL
B000257,C01,2026-01,OpenAI,T13,M19,CC-C01-D10,517355,23.22,BRL
B000258,C01,2026-01,OpenAI,T13,M20,CC-C01-D01,723408,1.33,BRL
B000259,C01,2026-01,OpenAI,T13,M20,CC-C01-D05,4298702,9.29,BRL
B000260,C01,2026-01,OpenAI,T13,M20,CC-C01-D06,427215,0.83,BRL
B000261,C01,2026-01,OpenAI,T13,M20,CC-C01-D10,324921,0.61,BRL
B000262,C01,2026-01,OpenAI,T13,M21,CC-C01-D02,91091,0.44,BRL
B000263,C01,2026-01,OpenAI,T13,M21,CC-C01-D04,89216,0.28,BRL
B000264,C01,2026-01,OpenAI,T13,M21,CC-C01-D05,907716,4.64,BRL
B000265,C01,2026-01,OpenAI,T13,M21,CC-C01-D08,477855,1.55,BRL
B000266,C01,2026-02,Google Cloud,T12,M17,CC-C01-D01,3841972,62.07,BRL
B000267,C01,2026-02,Google Cloud,T12,M17,CC-C01-D02,762150,12.92,BRL
B000268,C01,2026-02,Google Cloud,T12,M17,CC-C01-D04,804385,12.76,BRL
B000269,C01,2026-02,Google Cloud,T12,M17,CC-C01-D05,6565497,111.21,BRL
B000270,C01,2026-02,Google Cloud,T12,M17,CC-C01-D06,2388272,42.04,BRL
B000271,C01,2026-02,Google Cloud,T12,M17,CC-C01-D07,245080,3.66,BRL
B000272,C01,2026-02,Google Cloud,T12,M17,CC-C01-D08,608014,9.1,BRL
B000273,C01,2026-02,Google Cloud,T12,M17,CC-C01-D09,577804,8.82,BRL
B000274,C01,2026-02,Google Cloud,T12,M17,CC-C01-D10,552208,8.71,BRL
B000275,C01,2026-02,Google Cloud,T12,M18,CC-C01-D01,1309248,6.27,BRL
B000276,C01,2026-02,Google Cloud,T12,M18,CC-C01-D02,749695,3.05,BRL
B000277,C01,2026-02,Google Cloud,T12,M18,CC-C01-D05,3372504,17.42,BRL
B000278,C01,2026-02,Google Cloud,T12,M18,CC-C01-D06,470608,3.33,BRL
B000279,C01,2026-02,Google Cloud,T12,M18,CC-C01-D07,385144,2.61,BRL
B000280,C01,2026-02,Google Cloud,T12,M18,CC-C01-D08,871657,4.44,BRL
B000281,C01,2026-02,Google Cloud,T12,M18,CC-C01-D10,7936,0.06,BRL
B000282,C01,2026-02,OpenAI,T13,M19,CC-C01-D01,459930,30.73,BRL
B000283,C01,2026-02,OpenAI,T13,M19,CC-C01-D02,421676,29.4,BRL
B000284,C01,2026-02,OpenAI,T13,M19,CC-C01-D03,595348,40.88,BRL
B000285,C01,2026-02,OpenAI,T13,M19,CC-C01-D04,1094700,64.62,BRL
B000286,C01,2026-02,OpenAI,T13,M19,CC-C01-D05,11212157,640.23,BRL
B000287,C01,2026-02,OpenAI,T13,M19,CC-C01-D06,1950108,119.25,BRL
B000288,C01,2026-02,OpenAI,T13,M19,CC-C01-D07,259056,15.64,BRL
B000289,C01,2026-02,OpenAI,T13,M19,CC-C01-D08,957041,45.7,BRL
B000290,C01,2026-02,OpenAI,T13,M19,CC-C01-D10,123994,5.44,BRL
B000291,C01,2026-02,OpenAI,T13,M19,,1112706,74.21,BRL
B000292,C01,2026-02,OpenAI,T13,M20,CC-C01-D01,518944,0.83,BRL
B000293,C01,2026-02,OpenAI,T13,M20,CC-C01-D02,50094,0.11,BRL
B000294,C01,2026-02,OpenAI,T13,M20,CC-C01-D03,254962,0.5,BRL
B000295,C01,2026-02,OpenAI,T13,M20,CC-C01-D04,506531,1.0,BRL
B000296,C01,2026-02,OpenAI,T13,M20,CC-C01-D05,6542439,12.42,BRL
B000297,C01,2026-02,OpenAI,T13,M20,CC-C01-D06,1566069,2.83,BRL
B000298,C01,2026-02,OpenAI,T13,M20,CC-C01-D07,121017,0.33,BRL
B000299,C01,2026-02,OpenAI,T13,M20,CC-C01-D08,873588,1.66,BRL
B000300,C01,2026-02,OpenAI,T13,M20,CC-C01-D10,681626,0.67,BRL
B000301,C01,2026-02,OpenAI,T13,M20,,50937,0.06,BRL
B000302,C01,2026-02,OpenAI,T13,M21,CC-C01-D01,1115351,5.49,BRL
B000303,C01,2026-02,OpenAI,T13,M21,CC-C01-D02,444895,2.22,BRL
B000304,C01,2026-02,OpenAI,T13,M21,CC-C01-D05,2025709,12.09,BRL
B000305,C01,2026-02,OpenAI,T13,M21,CC-C01-D06,113141,0.55,BRL
B000306,C01,2026-02,OpenAI,T13,M21,CC-C01-D08,847002,4.05,BRL
B000307,C01,2026-03,Google Cloud,T12,M17,CC-C01-D01,746929,14.98,BRL
B000308,C01,2026-03,Google Cloud,T12,M17,CC-C01-D02,884563,14.65,BRL
B000309,C01,2026-03,Google Cloud,T12,M17,CC-C01-D03,64976,1.44,BRL
B000310,C01,2026-03,Google Cloud,T12,M17,CC-C01-D04,1413828,17.19,BRL
B000311,C01,2026-03,Google Cloud,T12,M17,CC-C01-D05,5857651,90.49,BRL
B000312,C01,2026-03,Google Cloud,T12,M17,CC-C01-D06,1787219,27.53,BRL
B000313,C01,2026-03,Google Cloud,T12,M17,CC-C01-D07,176965,2.6,BRL
