company_id,cost_center,year,month,budget_amount
C01,CC-C01-D04,2025,11,9390.6
C01,CC-C01-D04,2025,12,11056.61
C01,CC-C01-D04,2026,1,13246.25
C01,CC-C01-D04,2026,2,13296.51
C01,CC-C01-D04,2026,3,11692.61
C01,CC-C01-D04,2026,4,11971.02
C01,CC-C01-D04,2026,5,11421.5
C01,CC-C01-D04,2026,6,11986.16
C01,CC-C01-D04,2026,7,11005.24
C01,CC-C01-D05,2025,6,8180.02
C01,CC-C01-D05,2025,7,7192.58
C01,CC-C01-D05,2025,8,7151.71
C01,CC-C01-D05,2025,9,8054.81
C01,CC-C01-D05,2025,10,7654.94
C01,CC-C01-D05,2025,11,8310.34
C01,CC-C01-D05,2025,12,9112.68
C01,CC-C01-D05,2026,1,9177.93
C01,CC-C01-D05,2026,2,8956.84
C01,CC-C01-D05,2026,3,8968.87
C01,CC-C01-D05,2026,4,9465.76
C01,CC-C01-D05,2026,5,7413.36
C01,CC-C01-D05,2026,6,7818.18
C01,CC-C01-D05,2026,7,8658.77
C01,CC-C01-D06,2025,6,5005.29
C01,CC-C01-D06,2025,7,6091.62
C01,CC-C01-D06,2025,8,4672.16
C01,CC-C01-D06,2025,9,5118.72
C01,CC-C01-D06,2025,10,5996.62
C01,CC-C01-D06,2025,11,4782.51
C01,CC-C01-D06,2025,12,5533.05
C01,CC-C01-D06,2026,1,5682.39
C01,CC-C01-D06,2026,2,5854.91
C01,CC-C01-D06,2026,3,6659.18
C01,CC-C01-D06,2026,4,7357.82
C01,CC-C01-D06,2026,5,6877.4
C01,CC-C01-D06,2026,6,5657.5
C01,CC-C01-D06,2026,7,6930.63
C01,CC-C01-D07,2025,6,1980.06
C01,CC-C01-D07,2025,7,1843.18
C01,CC-C01-D07,2025,8,2159.05
C01,CC-C01-D07,2025,9,1847.23
C01,CC-C01-D07,2025,10,2133.94
C01,CC-C01-D07,2025,11,1803.69
C01,CC-C01-D07,2025,12,1759.29
C01,CC-C01-D07,2026,1,2104.51
C01,CC-C01-D07,2026,2,2050.08
C01,CC-C01-D07,2026,3,1924.88
C01,CC-C01-D07,2026,4,2118.81
C01,CC-C01-D07,2026,5,2314.94
C01,CC-C01-D07,2026,6,2295.36
C01,CC-C01-D07,2026,7,2093.18
C01,CC-C01-D08,2025,6,7218.51
C01,CC-C01-D08,2025,7,7893.46
C01,CC-C01-D08,2025,8,7011.44
C01,CC-C01-D08,2025,9,8255.15
C01,CC-C01-D08,2025,10,8431.55
C01,CC-C01-D08,2025,11,7460.72
C01,CC-C01-D08,2025,12,7413.19
C01,CC-C01-D08,2026,1,8200.49
C01,CC-C01-D08,2026,2,8372.85
C01,CC-C01-D08,2026,3,8443.38
C01,CC-C01-D08,2026,4,8289.96
C01,CC-C01-D08,2026,5,6828.47
C01,CC-C01-D08,2026,6,8522.96
C01,CC-C01-D08,2026,7,8263.37
C01,CC-C01-D09,2025,6,11520.45
C01,CC-C01-D09,2025,7,10949.46
C01,CC-C01-D09,2025,8,11690.48
C01,CC-C01-D09,2025,9,9215.26
C01,CC-C01-D09,2025,10,9257.38
C01,CC-C01-D09,2025,11,11279.84
C01,CC-C01-D09,2025,12,9651.5
C01,CC-C01-D09,2026,1,14519.15
C01,CC-C01-D09,2026,2,14289.82
C01,CC-C01-D09,2026,3,11909.68
C01,CC-C01-D09,2026,4,13058.95
C01,CC-C01-D09,2026,5,14076.06
C01,CC-C01-D09,2026,6,13002.1
C01,CC-C01-D09,2026,7,14518.14
C01,CC-C01-D10,2025,6,6268.48
C01,CC-C01-D10,2025,7,5978.87
C01,CC-C01-D10,2025,8,6223.46
C01,CC-C01-D10,2025,9,4905.93
C01,CC-C01-D10,2025,10,5572.08
C01,CC-C01-D10,2025,11,5491.99
C01,CC-C01-D10,2025,12,5491.15
C01,CC-C01-D10,2026,1,5390.39
C01,CC-C01-D10,2026,2,6025.93
C01,CC-C01-D10,2026,3,5054.89
C01,CC-C01-D10,2026,4,5036.51
C01,CC-C01-D10,2026,5,5850.43
C01,CC-C01-D10,2026,6,5088.09
C01,CC-C01-D10,2026,7,6471.74
C01,CC-C01-D11,2025,6,8896.32
C01,CC-C01-D11,2025,7,11003.81
C01,CC-C01-D11,2025,8,8875.95
C01,CC-C01-D11,2025,9,9502.3
C01,CC-C01-D11,2025,10,8661.94
C01,CC-C01-D11,2025,11,10237.49
C01,CC-C01-D11,2025,12,8467.47
C01,CC-C01-D11,2026,1,10727.38
C01,CC-C01-D11,2026,2,8509.1
C01,CC-C01-D11,2026,3,10488.2
C01,CC-C01-D11,2026,4,9157.19
C01,CC-C01-D11,2026,5,10208.94
C01,CC-C01-D11,2026,6,8959.53
C01,CC-C01-D11,2026,7,8336.78
C02,CC-C02-D01,2025,6,7104.18
C02,CC-C02-D01,2025,7,8571.4
C02,CC-C02-D01,2025,8,8472.57
C02,CC-C02-D01,2025,9,7514.24
C02,CC-C02-D01,2025,10,8574.44
C02,CC-C02-D01,2025,11,7885.17
C02,CC-C02-D01,2025,12,8310.43
C02,CC-C02-D01,2026,1,9642.04
C02,CC-C02-D01,2026,2,10878.77
C02,CC-C02-D01,2026,3,8391.82
C02,CC-C02-D01,2026,4,8379.56
C02,CC-C02-D01,2026,5,10881.0
C02,CC-C02-D01,2026,6,9367.31
C02,CC-C02-D01,2026,7,8883.22
C02,CC-C02-D02,2025,6,1959.06
C02,CC-C02-D02,2025,7,1737.83
C02,CC-C02-D02,2025,8,2208.45
C02,CC-C02-D02,2025,9,2061.71
C02,CC-C02-D02,2025,10,2313.23
C02,CC-C02-D02,2025,11,1882.1
C02,CC-C02-D02,2025,12,2181.28
C02,CC-C02-D02,2026,1,2040.08
C02,CC-C02-D02,2026,2,1909.54
C02,CC-C02-D02,2026,3,2180.87
C02,CC-C02-D02,2026,4,2320.18
C02,CC-C02-D02,2026,5,2273.88
C02,CC-C02-D02,2026,6,2032.77
C02,CC-C02-D02,2026,7,1804.19
C02,CC-C02-D03,2025,6,1412.75
C02,CC-C02-D03,2025,7,1718.09
C02,CC-C02-D03,2025,8,1829.73
C02,CC-C02-D03,2025,9,1744.07
C02,CC-C02-D03,2025,10,1476.46
C02,CC-C02-D03,2025,11,1532.11
C02,CC-C02-D03,2025,12,1405.49
C02,CC-C02-D03,2026,1,1607.71
C02,CC-C02-D03,2026,2,1481.97
C02,CC-C02-D03,2026,3,1820.77
C02,CC-C02-D03,2026,4,1568.43
C02,CC-C02-D03,2026,5,1556.08
C02,CC-C02-D03,2026,6,1468.95
C02,CC-C02-D03,2026,7,1664.24
C02,CC-C02-D04,2025,6,1562.24
C02,CC-C02-D04,2025,7,1896.09
C02,CC-C02-D04,2025,8,1575.58
C02,CC-C02-D04,2025,9,1838.89
C02,CC-C02-D04,2025,10,1670.77
C02,CC-C02-D04,2025,11,1644.2
C02,CC-C02-D04,2025,12,1494.94
C02,CC-C02-D04,2026,1,1503.53
C02,CC-C02-D04,2026,2,1691.32
C02,CC-C02-D04,2026,3,1804.22
C02,CC-C02-D04,2026,4,1805.99
C02,CC-C02-D04,2026,5,1514.62
C02,CC-C02-D04,2026,6,1695.06
C02,CC-C02-D04,2026,7,1916.09
C02,CC-C02-D05,2025,6,2975.32
C02,CC-C02-D05,2025,7,3488.47
C02,CC-C02-D05,2025,8,2893.97
C02,CC-C02-D05,2025,9,3198.85
C02,CC-C02-D05,2025,10,2960.64
C02,CC-C02-D05,2025,11,3309.09
C02,CC-C02-D05,2025,12,3068.69
C02,CC-C02-D05,2026,1,4420.02
C02,CC-C02-D05,2026,2,3589.47
C02,CC-C02-D05,2026,3,3544.85
C02,CC-C02-D05,2026,4,3719.05
C02,CC-C02-D05,2026,5,4294.54
C02,CC-C02-D05,2026,6,3451.17
C02,CC-C02-D05,2026,7,3740.88
C02,CC-C02-D06,2025,6,6095.28
C02,CC-C02-D06,2025,7,4770.22
C02,CC-C02-D06,2025,8,5875.83
C02,CC-C02-D06,2025,9,6038.48
C02,CC-C02-D06,2025,10,5309.04
C02,CC-C02-D06,2025,11,5775.36
C02,CC-C02-D06,2025,12,5987.24
C02,CC-C02-D06,2026,1,6395.69
C02,CC-C02-D06,2026,2,6579.65
C02,CC-C02-D06,2026,3,6261.51
C02,CC-C02-D06,2026,4,6216.74
C02,CC-C02-D06,2026,5,5911.78
C02,CC-C02-D06,2026,6,5566.0
C02,CC-C02-D06,2026,7,7164.97
C02,CC-C02-D07,2025,6,1003.9
C02,CC-C02-D07,2025,7,768.78
C02,CC-C02-D07,2025,8,927.35
C02,CC-C02-D07,2025,9,948.16
C02,CC-C02-D07,2025,10,941.67
C02,CC-C02-D07,2025,11,858.57
C02,CC-C02-D07,2025,12,803.77
C02,CC-C02-D07,2026,1,1181.81
C02,CC-C02-D07,2026,2,937.71
C02,CC-C02-D07,2026,3,971.98
C02,CC-C02-D07,2026,4,1056.84
C02,CC-C02-D07,2026,5,1025.34
C02,CC-C02-D07,2026,6,922.35
C02,CC-C02-D07,2026,7,984.28
C02,CC-C02-D08,2025,6,5732.74
C02,CC-C02-D08,2025,7,5051.89
C02,CC-C02-D08,2025,8,6386.68
C02,CC-C02-D08,2025,9,5527.73
C02,CC-C02-D08,2025,10,5006.49
C02,CC-C02-D08,2025,11,6452.4
C02,CC-C02-D08,2025,12,6673.46
C02,CC-C02-D08,2026,1,5832.26
C02,CC-C02-D08,2026,2,6290.52
C02,CC-C02-D08,2026,3,6417.06
C02,CC-C02-D08,2026,4,6180.8
C02,CC-C02-D08,2026,5,6228.48
C02,CC-C02-D08,2026,6,6323.85
C02,CC-C02-D08,2026,7,5528.75
C02,CC-C02-D09,2025,6,3557.44
C02,CC-C02-D09,2025,7,4017.26
C02,CC-C02-D09,2025,8,3820.73
C02,CC-C02-D09,2025,9,3334.23
C02,CC-C02-D09,2025,10,3794.31
C02,CC-C02-D09,2025,11,3823.59
C02,CC-C02-D09,2025,12,3311.6
C02,CC-C02-D09,2026,1,4154.93
C02,CC-C02-D09,2026,2,4676.23
C02,CC-C02-D09,2026,3,4765.59
C02,CC-C02-D09,2026,4,4619.62
C02,CC-C02-D09,2026,5,3784.48
C02,CC-C02-D09,2026,6,4537.79
C02,CC-C02-D09,2026,7,4538.52
C02,CC-C02-D10,2025,6,1981.28
C02,CC-C02-D10,2025,7,2111.78
C02,CC-C02-D10,2025,8,2439.22
C02,CC-C02-D10,2025,9,2314.62
C02,CC-C02-D10,2025,10,2302.1
C02,CC-C02-D10,2025,11,2063.87
C02,CC-C02-D10,2025,12,2540.15
C02,CC-C02-D10,2026,1,2404.92
C02,CC-C02-D10,2026,2,2032.98
C02,CC-C02-D10,2026,3,2400.32
C02,CC-C02-D10,2026,4,2013.36
C02,CC-C02-D10,2026,5,2575.99
C02,CC-C02-D10,2026,6,2118.92
C02,CC-C02-D10,2026,7,2164.12
C02,CC-C02-D11,2025,6,4000.11
C02,CC-C02-D11,2025,7,4104.93
C02,CC-C02-D11,2025,8,3888.54
C02,CC-C02-D11,2025,9,3815.0
C02,CC-C02-D11,2025,10,3809.05
C02,CC-C02-D11,2025,11,3808.88
C02,CC-C02-D11,2025,12,3834.57
C02,CC-C02-D11,2026,1,3978.87
C02,CC-C02-D11,2026,2,3850.25
C02,CC-C02-D11,2026,3,3487.21
C02,CC-C02-D11,2026,4,3831.34
C02,CC-C02-D11,2026,5,4201.68
C02,CC-C02-D11,2026,6,3349.48
C02,CC-C02-D11,2026,7,4075.97
C03,CC-C03-D01,2025,6,4475.9
C03,CC-C03-D01,2025,7,4042.49
C03,CC-C03-D01,2025,8,4810.27
C03,CC-C03-D01,2025,9,4722.01
C03,CC-C03-D01,2025,10,3994.6
C03,CC-C03-D01,2025,11,4862.13
C03,CC-C03-D01,2025,12,4896.95
C03,CC-C03-D01,2026,1,4473.05
C03,CC-C03-D01,2026,2,3868.03
C03,CC-C03-D01,2026,3,4817.46
C03,CC-C03-D01,2026,4,4942.55
C03,CC-C03-D01,2026,5,5045.44
C03,CC-C03-D01,2026,6,4841.69
C03,CC-C03-D01,2026,7,4727.96
C03,CC-C03-D02,2025,6,1918.34
C03,CC-C03-D02,2025,7,1471.69
C03,CC-C03-D02,2025,8,1887.38
C03,CC-C03-D02,2025,9,1715.25
C03,CC-C03-D02,2025,10,1913.16
C03,CC-C03-D02,2025,11,1748.29
C03,CC-C03-D02,2025,12,1658.27
C03,CC-C03-D02,2026,1,1637.7
C03,CC-C03-D02,2026,2,1512.21
C03,CC-C03-D02,2026,3,1868.17
C03,CC-C03-D02,2026,4,1791.55
C03,CC-C03-D02,2026,5,1730.09
C03,CC-C03-D02,2026,6,1447.2
C03,CC-C03-D02,2026,7,1838.26
C03,CC-C03-D03,2025,6,2266.31
C03,CC-C03-D03,2025,7,2472.21
C03,CC-C03-D03,2025,8,2096.52
C03,CC-C03-D03,2025,9,1908.88
C03,CC-C03-D03,2025,10,2215.32
C03,CC-C03-D03,2025,11,2004.0
C03,CC-C03-D03,2025,12,1961.07
C03,CC-C03-D03,2026,1,1972.62
C03,CC-C03-D03,2026,2,1908.99
C03,CC-C03-D03,2026,3,1954.13
C03,CC-C03-D03,2026,4,2452.92
C03,CC-C03-D03,2026,5,2226.92
C03,CC-C03-D03,2026,6,2049.77
C03,CC-C03-D03,2026,7,2025.6
C03,CC-C03-D04,2025,6,2490.19
C03,CC-C03-D04,2025,7,2772.12
C03,CC-C03-D04,2025,8,2353.89
C03,CC-C03-D04,2025,9,2946.96
C03,CC-C03-D04,2025,10,2662.92
C03,CC-C03-D04,2025,11,2772.56
C03,CC-C03-D04,2025,12,2610.8
C03,CC-C03-D04,2026,1,2328.44
C03,CC-C03-D04,2026,2,3055.48
C03,CC-C03-D04,2026,3,2624.02
C03,CC-C03-D04,2026,4,2397.33
C03,CC-C03-D04,2026,5,2710.87
C03,CC-C03-D04,2026,6,2387.95
C03,CC-C03-D04,2026,7,2376.41
C03,CC-C03-D05,2025,6,1471.25
C03,CC-C03-D05,2025,7,1407.48
C03,CC-C03-D05,2025,8,1480.8
C03,CC-C03-D05,2025,9,1597.62
C03,CC-C03-D05,2025,10,1202.48
C03,CC-C03-D05,2025,11,1447.0
C03,CC-C03-D05,2025,12,1430.64
C03,CC-C03-D05,2026,1,1362.06
C03,CC-C03-D05,2026,2,1401.94
C03,CC-C03-D05,2026,3,1369.17
C03,CC-C03-D05,2026,4,1610.83
C03,CC-C03-D05,2026,5,1520.8
C03,CC-C03-D05,2026,6,1355.93
C03,CC-C03-D05,2026,7,1192.99
C03,CC-C03-D06,2025,6,1427.72
C03,CC-C03-D06,2025,7,1490.01
C03,CC-C03-D06,2025,8,1596.2
C03,CC-C03-D06,2025,9,1855.33
C03,CC-C03-D06,2025,10,1740.67
C03,CC-C03-D06,2025,11,1687.78
C03,CC-C03-D06,2025,12,1471.43
C03,CC-C03-D06,2026,1,1674.45
C03,CC-C03-D06,2026,2,1594.8
C03,CC-C03-D06,2026,3,1890.58
C03,CC-C03-D06,2026,4,1515.22
C03,CC-C03-D06,2026,5,1879.39
C03,CC-C03-D06,2026,6,1660.62
C03,CC-C03-D06,2026,7,1475.81
C03,CC-C03-D07,2025,6,965.62
C03,CC-C03-D07,2025,7,1075.08
C03,CC-C03-D07,2025,8,1043.8
C03,CC-C03-D07,2025,9,1057.9
C03,CC-C03-D07,2025,10,1077.77
C03,CC-C03-D07,2025,11,1062.46
C03,CC-C03-D07,2025,12,1032.86
C03,CC-C03-D07,2026,1,1007.31
C03,CC-C03-D07,2026,2,1152.94
C03,CC-C03-D07,2026,3,1163.52
C03,CC-C03-D07,2026,4,1054.7
C03,CC-C03-D07,2026,5,1202.36
C03,CC-C03-D07,2026,6,922.4
C03,CC-C03-D07,2026,7,1137.21
C03,CC-C03-D08,2025,6,2582.82
C03,CC-C03-D08,2025,7,2273.1
C03,CC-C03-D08,2025,8,2318.06
C03,CC-C03-D08,2025,9,2503.59
C03,CC-C03-D08,2025,10,2804.78
C03,CC-C03-D08,2025,11,2810.67
C03,CC-C03-D08,2025,12,2272.61
C03,CC-C03-D08,2026,1,2487.29
C03,CC-C03-D08,2026,2,2347.71
C03,CC-C03-D08,2026,3,3026.48
C03,CC-C03-D08,2026,4,2790.29
C03,CC-C03-D08,2026,5,3026.18
C03,CC-C03-D08,2026,6,2441.77
C03,CC-C03-D08,2026,7,2841.44
C03,CC-C03-D09,2025,6,1613.03
C03,CC-C03-D09,2025,7,1560.23
C03,CC-C03-D09,2025,8,1673.26
C03,CC-C03-D09,2025,9,1645.94
C03,CC-C03-D09,2025,10,1868.87
C03,CC-C03-D09,2025,11,1824.02
C03,CC-C03-D09,2025,12,1753.25
C03,CC-C03-D09,2026,1,1528.18
C03,CC-C03-D09,2026,2,1544.51
C03,CC-C03-D09,2026,3,1516.02
C03,CC-C03-D09,2026,4,1749.63
C03,CC-C03-D09,2026,5,1462.83
C03,CC-C03-D09,2026,6,1757.17
C03,CC-C03-D09,2026,7,1508.33
C03,CC-C03-D10,2025,6,1605.84
C03,CC-C03-D10,2025,7,1623.68
C03,CC-C03-D10,2025,8,1645.05
C03,CC-C03-D10,2025,9,1559.82
C03,CC-C03-D10,2025,10,1481.39
C03,CC-C03-D10,2025,11,1452.42
C03,CC-C03-D10,2025,12,1467.47
C03,CC-C03-D10,2026,1,1338.46
C03,CC-C03-D10,2026,2,1536.81
C03,CC-C03-D10,2026,3,1383.79
C03,CC-C03-D10,2026,4,1333.03
C03,CC-C03-D10,2026,5,1680.7
C03,CC-C03-D10,2026,6,1527.03
C03,CC-C03-D10,2026,7,1299.05
C03,CC-C03-D11,2025,6,912.76
C03,CC-C03-D11,2025,7,809.74
C03,CC-C03-D11,2025,8,892.01
C03,CC-C03-D11,2025,9,878.81
C03,CC-C03-D11,2025,10,1044.2
C03,CC-C03-D11,2025,11,888.26
C03,CC-C03-D11,2025,12,855.48
C03,CC-C03-D11,2026,1,976.01
C03,CC-C03-D11,2026,2,942.81
C03,CC-C03-D11,2026,3,843.82
C03,CC-C03-D11,2026,4,974.8
C03,CC-C03-D11,2026,5,856.97
C03,CC-C03-D11,2026,6,1010.41
C03,CC-C03-D11,2026,7,832.84
C04,CC-C04-D01,2025,6,5184.33
C04,CC-C04-D01,2025,7,5228.84
C04,CC-C04-D01,2025,8,4232.88
C04,CC-C04-D01,2025,9,4992.98
C04,CC-C04-D01,2025,10,5261.24
C04,CC-C04-D01,2025,11,5441.74
C04,CC-C04-D01,2025,12,4762.01
C04,CC-C04-D01,2026,1,5532.46
C04,CC-C04-D01,2026,2,5572.47
C04,CC-C04-D01,2026,3,5082.22
C04,CC-C04-D01,2026,4,4701.98
C04,CC-C04-D01,2026,5,4524.18
C04,CC-C04-D01,2026,6,4677.57
C04,CC-C04-D01,2026,7,4692.84
C04,CC-C04-D02,2025,6,4909.39
C04,CC-C04-D02,2025,7,4311.57
C04,CC-C04-D02,2025,8,3789.87
C04,CC-C04-D02,2025,9,4008.01
C04,CC-C04-D02,2025,10,4734.1
C04,CC-C04-D02,2025,11,4374.37
C04,CC-C04-D02,2025,12,4829.41
C04,CC-C04-D02,2026,1,4210.7
C04,CC-C04-D02,2026,2,4113.17
C04,CC-C04-D02,2026,3,4989.65
C04,CC-C04-D02,2026,4,4575.61
C04,CC-C04-D02,2026,5,4294.67
C04,CC-C04-D02,2026,6,4628.63
C04,CC-C04-D02,2026,7,4941.3
C04,CC-C04-D03,2025,6,1155.3
C04,CC-C04-D03,2025,7,1173.57
C04,CC-C04-D03,2025,8,1014.92
C04,CC-C04-D03,2025,9,1256.53
C04,CC-C04-D03,2025,10,1135.97
C04,CC-C04-D03,2025,11,1192.26
C04,CC-C04-D03,2025,12,1201.8
C04,CC-C04-D03,2026,1,1401.69
C04,CC-C04-D03,2026,2,1194.53
C04,CC-C04-D03,2026,3,1314.93
C04,CC-C04-D03,2026,4,1446.73
C04,CC-C04-D03,2026,5,1431.63
C04,CC-C04-D03,2026,6,1492.72
C04,CC-C04-D03,2026,7,1272.79
C04,CC-C04-D04,2025,6,2730.25
C04,CC-C04-D04,2025,7,2272.91
C04,CC-C04-D04,2025,8,2399.8
C04,CC-C04-D04,2025,9,2146.41
C04,CC-C04-D04,2025,10,2631.68
C04,CC-C04-D04,2025,11,2253.2
C04,CC-C04-D04,2025,12,2636.69
C04,CC-C04-D04,2026,1,2708.11
C04,CC-C04-D04,2026,2,2249.86
C04,CC-C04-D04,2026,3,2091.71
C04,CC-C04-D04,2026,4,2756.6
C04,CC-C04-D04,2026,5,2396.68
C04,CC-C04-D04,2026,6,2721.31
C04,CC-C04-D04,2026,7,2144.95
C04,CC-C04-D05,2025,6,2036.62
C04,CC-C04-D05,2025,7,1682.66
C04,CC-C04-D05,2025,8,2213.81
C04,CC-C04-D05,2025,9,1841.43
C04,CC-C04-D05,2025,10,1950.92
C04,CC-C04-D05,2025,11,1895.72
C04,CC-C04-D05,2025,12,2211.75
C04,CC-C04-D05,2026,1,2055.68
C04,CC-C04-D05,2026,2,2307.82
C04,CC-C04-D05,2026,3,2638.04
C04,CC-C04-D05,2026,4,2527.01
C04,CC-C04-D05,2026,5,2516.16
C04,CC-C04-D05,2026,6,2050.33
C04,CC-C04-D05,2026,7,2646.04
C04,CC-C04-D06,2025,6,5360.37
C04,CC-C04-D06,2025,7,5204.51
C04,CC-C04-D06,2025,8,5767.47
C04,CC-C04-D06,2025,9,5600.26
C04,CC-C04-D06,2025,10,5167.53
C04,CC-C04-D06,2025,11,4855.38
C04,CC-C04-D06,2025,12,4736.09
C04,CC-C04-D06,2026,1,4548.17
C04,CC-C04-D06,2026,2,5029.76
C04,CC-C04-D06,2026,3,5306.34
C04,CC-C04-D06,2026,4,5875.86
C04,CC-C04-D06,2026,5,5715.97
C04,CC-C04-D06,2026,6,5130.9
C04,CC-C04-D06,2026,7,5971.46
C04,CC-C04-D07,2025,6,1315.37
C04,CC-C04-D07,2025,7,1330.19
C04,CC-C04-D07,2025,8,1340.43
C04,CC-C04-D07,2025,9,1215.21
C04,CC-C04-D07,2025,10,1102.73
C04,CC-C04-D07,2025,11,1374.9
C04,CC-C04-D07,2025,12,1427.37
C04,CC-C04-D07,2026,1,1400.38
C04,CC-C04-D07,2026,2,1358.47
C04,CC-C04-D07,2026,3,1554.67
C04,CC-C04-D07,2026,4,1541.38
C04,CC-C04-D07,2026,5,1391.22
C04,CC-C04-D07,2026,6,1536.31
C04,CC-C04-D07,2026,7,1544.25
C04,CC-C04-D08,2025,6,4613.59
C04,CC-C04-D08,2025,7,5184.72
C04,CC-C04-D08,2025,8,5750.44
C04,CC-C04-D08,2025,9,4416.58
C04,CC-C04-D08,2025,10,5579.49
C04,CC-C04-D08,2025,11,5582.11
C04,CC-C04-D08,2025,12,4483.19
C04,CC-C04-D08,2026,1,5914.43
C04,CC-C04-D08,2026,2,5310.64
C04,CC-C04-D08,2026,3,4510.57
C04,CC-C04-D08,2026,4,4542.05
C04,CC-C04-D08,2026,5,5042.17
C04,CC-C04-D08,2026,6,5706.34
C04,CC-C04-D08,2026,7,5275.32
C04,CC-C04-D09,2025,6,3606.47
C04,CC-C04-D09,2025,7,3007.44
C04,CC-C04-D09,2025,8,3387.77
C04,CC-C04-D09,2025,9,3200.53
C04,CC-C04-D09,2025,10,3360.4
C04,CC-C04-D09,2025,11,3569.46
C04,CC-C04-D09,2025,12,2897.32
C04,CC-C04-D09,2026,1,3615.59
C04,CC-C04-D09,2026,2,3165.44
C04,CC-C04-D09,2026,3,3669.91
C04,CC-C04-D09,2026,4,3405.7
C04,CC-C04-D09,2026,5,3183.29
C04,CC-C04-D09,2026,6,2918.21
C04,CC-C04-D09,2026,7,3431.24
C04,CC-C04-D10,2025,6,3149.21
C04,CC-C04-D10,2025,7,2887.4
C04,CC-C04-D10,2025,8,2893.35
C04,CC-C04-D10,2025,9,2673.08
C04,CC-C04-D10,2025,10,2562.99
C04,CC-C04-D10,2025,11,2868.44
C04,CC-C04-D10,2025,12,2663.52
C04,CC-C04-D10,2026,1,2945.87
C04,CC-C04-D10,2026,2,2751.5
C04,CC-C04-D10,2026,3,2558.9
C04,CC-C04-D10,2026,4,2755.12
C04,CC-C04-D10,2026,5,3257.28
C04,CC-C04-D10,2026,6,3002.83
C04,CC-C04-D10,2026,7,2680.94
C04,CC-C04-D11,2025,6,3024.07
C04,CC-C04-D11,2025,7,2805.95
C04,CC-C04-D11,2025,8,2832.88
C04,CC-C04-D11,2025,9,2289.08
C04,CC-C04-D11,2025,10,2680.3
C04,CC-C04-D11,2025,11,2848.73
C04,CC-C04-D11,2025,12,2812.49
C04,CC-C04-D11,2026,1,3005.91
C04,CC-C04-D11,2026,2,3576.51
C04,CC-C04-D11,2026,3,3468.74
C04,CC-C04-D11,2026,4,2746.51
C04,CC-C04-D11,2026,5,3119.66
C04,CC-C04-D11,2026,6,3042.21
C04,CC-C04-D11,2026,7,2784.85
C05,CC-C05-D01,2025,6,5035.82
C05,CC-C05-D01,2025,7,4152.43
C05,CC-C05-D01,2025,8,5188.1
C05,CC-C05-D01,2025,9,4750.1
C05,CC-C05-D01,2025,10,4957.75
C05,CC-C05-D01,2025,11,4061.38
C05,CC-C05-D01,2025,12,3982.8
C05,CC-C05-D01,2026,1,5147.62
C05,CC-C05-D01,2026,2,5118.18
C05,CC-C05-D01,2026,3,5164.03
C05,CC-C05-D01,2026,4,4094.29
C05,CC-C05-D01,2026,5,4153.8
C05,CC-C05-D01,2026,6,5211.15
C05,CC-C05-D01,2026,7,5219.61
C05,CC-C05-D02,2025,6,1572.39
C05,CC-C05-D02,2025,7,1443.01
C05,CC-C05-D02,2025,8,1779.69
C05,CC-C05-D02,2025,9,1493.79
C05,CC-C05-D02,2025,10,1425.9
